Sample,Emotion,Word,MEAN,LNZ
SPEC_back_angry.png,angry,back,0.24368794326241133,0.6428571428571429
SPEC_back_happy.png,happy,back,0.22638297872340424,0.6948051948051948
SPEC_back_neutral.png,neutral,back,0.5378723404255319,0.8051948051948052
SPEC_back_sad.png,sad,back,0.6008510638297873,0.9155844155844156
SPEC_bar_angry.png,angry,bar,0.27602836879432624,0.6428571428571429
SPEC_bar_happy.png,happy,bar,0.2817021276595744,0.6818181818181818
SPEC_bar_neutral.png,neutral,bar,0.7243971631205673,0.7987012987012987
SPEC_bar_sad.png,sad,bar,0.6472340425531915,0.974025974025974
SPEC_base_angry.png,angry,base,0.24397163120567375,0.6103896103896104
SPEC_base_happy.png,happy,base,0.23120567375886525,0.6948051948051948
SPEC_base_neutral.png,neutral,base,0.6124822695035461,0.8831168831168831
SPEC_base_sad.png,sad,base,0.49347517730496454,0.974025974025974
SPEC_bath_angry.png,angry,bath,0.24964539007092199,0.6623376623376623
SPEC_bath_happy.png,happy,bath,0.2208510638297872,0.6428571428571429
SPEC_bath_neutral.png,neutral,bath,0.5490780141843972,0.7532467532467533
SPEC_bath_sad.png,sad,bath,0.490354609929078,0.8571428571428571
SPEC_bean_angry.png,angry,bean,0.37943262411347517,0.6753246753246753
SPEC_bean_happy.png,happy,bean,0.3371631205673759,0.8896103896103896
SPEC_bean_neutral.png,neutral,bean,0.8375886524822694,1.0
SPEC_bean_sad.png,sad,bean,0.6902127659574468,0.9415584415584416
SPEC_beg_angry.png,angry,beg,0.26070921985815604,0.577922077922078
SPEC_beg_happy.png,happy,beg,0.2632624113475177,0.7467532467532467
SPEC_beg_neutral.png,neutral,beg,0.6695035460992907,0.8376623376623377
SPEC_beg_sad.png,sad,beg,0.5822695035460993,0.9025974025974026
SPEC_bite_angry.png,angry,bite,0.21432624113475177,0.5324675324675324
SPEC_bite_happy.png,happy,bite,0.22482269503546098,0.7402597402597403
SPEC_bite_neutral.png,neutral,bite,0.6139007092198582,0.7532467532467533
SPEC_bite_sad.png,sad,bite,0.5605673758865248,1.0
SPEC_boat_angry.png,angry,boat,0.26680851063829786,0.6103896103896104
SPEC_boat_happy.png,happy,boat,0.21276595744680848,0.7597402597402597
SPEC_boat_neutral.png,neutral,boat,0.7153191489361702,0.987012987012987
SPEC_boat_sad.png,sad,boat,0.45219858156028364,0.8961038961038961
SPEC_bone_angry.png,angry,bone,0.3446808510638298,0.6883116883116883
SPEC_bone_happy.png,happy,bone,0.2784397163120567,0.6428571428571429
SPEC_bone_neutral.png,neutral,bone,0.6234042553191489,0.7987012987012987
SPEC_bone_sad.png,sad,bone,0.6300709219858156,0.9090909090909091
SPEC_book_angry.png,angry,book,0.2178723404255319,0.5909090909090909
SPEC_book_happy.png,happy,book,0.1946099290780142,0.7272727272727273
SPEC_book_neutral.png,neutral,book,0.571063829787234,0.7922077922077922
SPEC_book_sad.png,sad,book,0.5316312056737589,1.0
SPEC_bought_angry.png,angry,bought,0.19361702127659575,0.5454545454545454
SPEC_bought_happy.png,happy,bought,0.20822695035460992,0.7077922077922078
SPEC_bought_neutral.png,neutral,bought,0.6679432624113475,0.7857142857142857
SPEC_bought_sad.png,sad,bought,0.5476595744680851,0.987012987012987
SPEC_burn_angry.png,angry,burn,0.4083687943262411,0.6363636363636364
SPEC_burn_happy.png,happy,burn,0.2873758865248227,0.7272727272727273
SPEC_burn_neutral.png,neutral,burn,0.7466666666666667,0.9285714285714286
SPEC_burn_sad.png,sad,burn,0.610354609929078,0.9545454545454546
SPEC_cab_angry.png,angry,cab,0.2324822695035461,0.6038961038961039
SPEC_cab_happy.png,happy,cab,0.33078014184397164,0.8311688311688312
SPEC_cab_neutral.png,neutral,cab,0.6723404255319149,0.8571428571428571
SPEC_cab_sad.png,sad,cab,0.6408510638297872,0.9545454545454546
