Sample,Emotion,Word,MEAN,LNZ
SPEC_back_angry.png,angry,back,0.5721614070443823,0.9951219512195122
SPEC_back_happy.png,happy,back,0.881647048046535,1.0
SPEC_back_neutral.png,neutral,back,0.9509458159666561,1.0
SPEC_back_sad.png,sad,back,0.9235102825997343,1.0
SPEC_bar_angry.png,angry,bar,0.6818119360600926,1.0
SPEC_bar_happy.png,happy,bar,0.8288828837081482,1.0
SPEC_bar_neutral.png,neutral,bar,0.9152658819218614,1.0
SPEC_bar_sad.png,sad,bar,0.8578756927586682,1.0
SPEC_base_angry.png,angry,base,0.5370310997114459,0.9951219512195122
SPEC_base_happy.png,happy,base,0.836577657674163,1.0
SPEC_base_neutral.png,neutral,base,0.899143498374021,1.0
SPEC_base_sad.png,sad,base,0.8927311867356753,1.0
SPEC_bath_angry.png,angry,bath,0.5418861356661934,0.9951219512195122
SPEC_bath_happy.png,happy,bath,0.8840287637979206,1.0
SPEC_bath_neutral.png,neutral,bath,0.9153574863738377,1.0
SPEC_bath_sad.png,sad,bath,0.9480602757294004,1.0
SPEC_bean_angry.png,angry,bean,0.7125910319241515,1.0
SPEC_bean_happy.png,happy,bean,0.8809600146567124,1.0
SPEC_bean_neutral.png,neutral,bean,0.9635414281134064,1.0
SPEC_bean_sad.png,sad,bean,0.9072504923739294,1.0
SPEC_beg_angry.png,angry,beg,0.6322081253148903,1.0
SPEC_beg_happy.png,happy,beg,0.8515091833463106,1.0
SPEC_beg_neutral.png,neutral,beg,0.9138918151422158,1.0
SPEC_beg_sad.png,sad,beg,0.9204415334585261,1.0
SPEC_bite_angry.png,angry,bite,0.602345073970595,0.9951219512195122
SPEC_bite_happy.png,happy,bite,0.8739522740805203,1.0
SPEC_bite_neutral.png,neutral,bite,0.8667155223743873,1.0
SPEC_bite_sad.png,sad,bite,0.7289424266019329,1.0
SPEC_boat_angry.png,angry,boat,0.6811249026702698,1.0
SPEC_boat_happy.png,happy,boat,0.8873723262950579,1.0
SPEC_boat_neutral.png,neutral,boat,0.9731140933449366,1.0
SPEC_boat_sad.png,sad,boat,0.8192186140246416,1.0
SPEC_bone_angry.png,angry,bone,0.6524527092016672,1.0
SPEC_bone_happy.png,happy,bone,0.919662895616727,1.0
SPEC_bone_neutral.png,neutral,bone,0.9313424632437137,1.0
SPEC_bone_sad.png,sad,bone,0.9407319195712912,1.0
SPEC_book_angry.png,angry,book,0.5491228873723263,1.0
SPEC_book_happy.png,happy,book,0.8263637612787982,1.0
SPEC_book_neutral.png,neutral,book,0.904410754362662,1.0
SPEC_book_sad.png,sad,book,0.8797691567810195,1.0
SPEC_bought_angry.png,angry,bought,0.6387120414052123,1.0
SPEC_bought_happy.png,happy,bought,0.9080749324417167,1.0
SPEC_bought_neutral.png,neutral,bought,0.9060138322722484,1.0
SPEC_bought_sad.png,sad,bought,0.8341959419227774,1.0
SPEC_burn_angry.png,angry,burn,0.6983465396418266,1.0
SPEC_burn_happy.png,happy,burn,0.8538908990976961,1.0
SPEC_burn_neutral.png,neutral,burn,0.9552054229835569,1.0
SPEC_burn_sad.png,sad,burn,0.9185636421930106,1.0
SPEC_cab_angry.png,angry,cab,0.7163468144551826,1.0
SPEC_cab_happy.png,happy,cab,0.871112536069253,1.0
SPEC_cab_neutral.png,neutral,cab,0.9454037466220858,1.0
SPEC_cab_sad.png,sad,cab,0.8948838913571199,1.0
SPEC_calm_angry.png,angry,calm,0.711216965144506,1.0
SPEC_calm_happy.png,happy,calm,0.8301195438098291,1.0
SPEC_calm_neutral.png,neutral,calm,0.9413273485091376,1.0
SPEC_calm_sad.png,sad,calm,0.9132963862043695,1.0
SPEC_came_angry.png,angry,came,0.6173224018687308,1.0
SPEC_came_happy.png,happy,came,0.941418952961114,1.0
SPEC_came_neutral.png,neutral,came,0.9415105574130903,1.0
SPEC_came_sad.png,sad,came,0.9248843493793798,1.0
SPEC_cause_angry.png,angry,cause,0.6020244583886777,0.9951219512195122
SPEC_cause_happy.png,happy,cause,0.8581505061145972,1.0
SPEC_cause_neutral.png,neutral,cause,0.9358768836165438,1.0
SPEC_cause_sad.png,sad,cause,0.8390967801035131,1.0
SPEC_chain_angry.png,angry,chain,0.6505748179361518,1.0
SPEC_chain_happy.png,happy,chain,0.9215865891082307,1.0
SPEC_chain_neutral.png,neutral,chain,0.9639078459213117,1.0
SPEC_chain_sad.png,sad,chain,0.9475106490175423,1.0
SPEC_chair_angry.png,angry,chair,0.6690789172353776,1.0
SPEC_chair_happy.png,happy,chair,0.8778454632895158,1.0
SPEC_chair_neutral.png,neutral,chair,0.8657078734026473,1.0
SPEC_chair_sad.png,sad,chair,0.8505473366005588,1.0
SPEC_chalk_angry.png,angry,chalk,0.6395364814729996,1.0
SPEC_chalk_happy.png,happy,chalk,0.7810653597764852,1.0
SPEC_chalk_neutral.png,neutral,chalk,0.9340447945770164,1.0
SPEC_chalk_sad.png,sad,chalk,0.8892044153345853,1.0
SPEC_chat_angry.png,angry,chat,0.679201209178766,1.0
SPEC_chat_happy.png,happy,chat,0.892639582283699,1.0
SPEC_chat_neutral.png,neutral,chat,0.9207163468144552,1.0
SPEC_chat_sad.png,sad,chat,0.8803187834928778,1.0
SPEC_check_angry.png,angry,check,0.6010626116429258,1.0
SPEC_check_happy.png,happy,check,0.885631841707507,1.0
SPEC_check_neutral.png,neutral,check,0.9553886318875098,1.0
SPEC_check_sad.png,sad,check,0.9177850043512115,1.0
SPEC_cheek_angry.png,angry,cheek,0.5109696331241699,1.0
SPEC_cheek_happy.png,happy,cheek,0.8026382082169193,1.0
SPEC_cheek_neutral.png,neutral,cheek,0.9202125223285852,1.0
SPEC_cheek_sad.png,sad,cheek,0.8100123666010168,1.0
SPEC_chief_angry.png,angry,chief,0.6131543993038061,1.0
SPEC_chief_happy.png,happy,chief,0.8196308340585353,1.0
SPEC_chief_neutral.png,neutral,chief,0.9269912517748363,1.0
SPEC_chief_sad.png,sad,chief,0.7800119085787569,1.0
SPEC_choice_angry.png,angry,choice,0.5467411716209408,0.9951219512195122
SPEC_choice_happy.png,happy,choice,0.7834012733018825,1.0
SPEC_choice_neutral.png,neutral,choice,0.9546099940457107,1.0
SPEC_choice_sad.png,sad,choice,0.9395868639215866,1.0
SPEC_cool_angry.png,angry,cool,0.6317043008290204,1.0
SPEC_cool_happy.png,happy,cool,0.8314478083634864,1.0
SPEC_cool_neutral.png,neutral,cool,0.9281363074245409,1.0
SPEC_cool_sad.png,sad,cool,0.8927311867356753,1.0
SPEC_dab_angry.png,angry,dab,0.6572161407044383,1.0
SPEC_dab_happy.png,happy,dab,0.9182430266110932,1.0
SPEC_dab_neutral.png,neutral,dab,0.9371135437182246,1.0
SPEC_dab_sad.png,sad,dab,0.8372646910639857,1.0
SPEC_date_angry.png,angry,date,0.6774149223652269,1.0
SPEC_date_happy.png,happy,date,0.9159987175376724,1.0
SPEC_date_neutral.png,neutral,date,0.8887921953006915,1.0
SPEC_date_sad.png,sad,date,0.9399074795035038,0.9951219512195122
SPEC_dead_angry.png,angry,dead,0.5804974121742317,1.0
SPEC_dead_happy.png,happy,dead,0.9017084230293593,1.0
SPEC_dead_neutral.png,neutral,dead,0.9240141070856044,1.0
SPEC_dead_sad.png,sad,dead,0.8859524572894243,1.0
SPEC_death_angry.png,angry,death,0.5183437915082673,0.9951219512195122
SPEC_death_happy.png,happy,death,0.8989144872440801,1.0
SPEC_death_neutral.png,neutral,death,0.9233270736957816,1.0
SPEC_death_sad.png,sad,death,0.9562130719552969,0.9951219512195122
SPEC_deep_angry.png,angry,deep,0.5268630055420693,1.0
SPEC_deep_happy.png,happy,deep,0.7699354188613566,1.0
SPEC_deep_neutral.png,neutral,deep,0.8971740026565291,1.0
SPEC_deep_sad.png,sad,deep,0.8734942518206384,1.0
SPEC_dime_angry.png,angry,dime,0.6787889891448724,1.0
SPEC_dime_happy.png,happy,dime,0.935189850226721,1.0
SPEC_dime_neutral.png,neutral,dime,0.9467320111757431,1.0
SPEC_dime_sad.png,sad,dime,0.927678285164659,1.0
SPEC_dip_angry.png,angry,dip,0.5315348325928639,1.0
SPEC_dip_happy.png,happy,dip,0.8569596482389045,1.0
SPEC_dip_neutral.png,neutral,dip,0.9278614940686117,1.0
SPEC_dip_sad.png,sad,dip,0.782027206522237,1.0
SPEC_ditch_angry.png,angry,ditch,0.6682086749416021,1.0
SPEC_ditch_happy.png,happy,ditch,0.8396922090413593,1.0
SPEC_ditch_neutral.png,neutral,ditch,0.9115559016168187,1.0
SPEC_ditch_sad.png,sad,ditch,0.854119910227637,1.0
SPEC_dodge_angry.png,angry,dodge,0.6591856364219301,1.0
SPEC_dodge_happy.png,happy,dodge,0.8482572253011497,1.0
SPEC_dodge_neutral.png,neutral,dodge,0.9490679247011405,1.0
SPEC_dodge_sad.png,sad,dodge,0.9343196079329456,1.0
SPEC_dog_angry.png,angry,dog,0.5651994686941785,1.0
SPEC_dog_happy.png,happy,dog,0.8175697338890671,1.0
SPEC_dog_neutral.png,neutral,dog,0.9501213758988687,1.0
SPEC_dog_sad.png,sad,dog,0.9469152200796959,1.0
SPEC_doll_angry.png,angry,doll,0.5656116887280722,1.0
SPEC_doll_happy.png,happy,doll,0.8685476114139147,1.0
SPEC_doll_neutral.png,neutral,doll,0.9231438647918289,1.0
SPEC_doll_sad.png,sad,doll,0.9474648467915541,1.0
SPEC_door_angry.png,angry,door,0.6262080337104384,1.0
