Sample,Emotion,Word,MEAN,LNZ
SPEC_back_angry.png,angry,back,0.3032651433130093,1.0
SPEC_back_happy.png,happy,back,0.21630862157387887,1.0
SPEC_back_neutral.png,neutral,back,0.6527437460823978,1.0
SPEC_back_sad.png,sad,back,0.6423158014701693,1.0
SPEC_bar_angry.png,angry,bar,0.3053165422531199,1.0
SPEC_bar_happy.png,happy,bar,0.2652572796170722,1.0
SPEC_bar_neutral.png,neutral,bar,0.7223203601344806,1.0
SPEC_bar_sad.png,sad,bar,0.7342868539517922,1.0
SPEC_base_angry.png,angry,base,0.24394552396147928,0.9904761904761905
SPEC_base_happy.png,happy,base,0.21665052139723062,0.9904761904761905
SPEC_base_neutral.png,neutral,base,0.6422018348623854,1.0
SPEC_base_sad.png,sad,base,0.665166106330845,1.0
SPEC_bath_angry.png,angry,bath,0.2961992136304063,1.0
SPEC_bath_happy.png,happy,bath,0.21157900735084623,0.9904761904761905
SPEC_bath_neutral.png,neutral,bath,0.5798621004045815,1.0
SPEC_bath_sad.png,sad,bath,0.5794062339734458,1.0
SPEC_bean_angry.png,angry,bean,0.504188272836059,1.0
SPEC_bean_happy.png,happy,bean,0.42036583281098644,1.0
SPEC_bean_neutral.png,neutral,bean,0.9784603111288392,1.0
SPEC_bean_sad.png,sad,bean,0.8120120804604252,1.0
SPEC_beg_angry.png,angry,beg,0.2961422303265144,1.0
SPEC_beg_happy.png,happy,beg,0.30064391133397916,1.0
SPEC_beg_neutral.png,neutral,beg,0.6495526810644482,1.0
SPEC_beg_sad.png,sad,beg,0.6416320018234658,1.0
SPEC_bite_angry.png,angry,bite,0.22240583509031855,0.9809523809523809
SPEC_bite_happy.png,happy,bite,0.20981252493019548,0.9809523809523809
SPEC_bite_neutral.png,neutral,bite,0.634224172317511,1.0
SPEC_bite_sad.png,sad,bite,0.7354835033335233,1.0
SPEC_boat_angry.png,angry,boat,0.29842156248219276,1.0
SPEC_boat_happy.png,happy,boat,0.27579919083708476,1.0
SPEC_boat_neutral.png,neutral,boat,0.8626132543164853,1.0
SPEC_boat_sad.png,sad,boat,0.597469941307197,1.0
SPEC_bone_angry.png,angry,bone,0.4200809162915266,1.0
SPEC_bone_happy.png,happy,bone,0.28793663456607216,1.0
SPEC_bone_neutral.png,neutral,bone,0.6657359393697647,1.0
SPEC_bone_sad.png,sad,bone,0.7092711835432219,1.0
SPEC_book_angry.png,angry,book,0.23072539745854465,1.0
SPEC_book_happy.png,happy,book,0.17761695823123824,0.9714285714285714
SPEC_book_neutral.png,neutral,book,0.5965012251410338,1.0
SPEC_book_sad.png,sad,book,0.7036868197618098,1.0
SPEC_bought_angry.png,angry,bought,0.20240469542424072,1.0
SPEC_bought_happy.png,happy,bought,0.21494102228047185,1.0
SPEC_bought_neutral.png,neutral,bought,0.6567325773548351,1.0
SPEC_bought_sad.png,sad,bought,0.7683058863752921,1.0
SPEC_burn_angry.png,angry,burn,0.43147757706991857,1.0
SPEC_burn_happy.png,happy,burn,0.2876517180466124,0.9904761904761905
SPEC_burn_neutral.png,neutral,burn,0.8905350732235456,1.0
SPEC_burn_sad.png,sad,burn,0.7142287309818224,1.0
SPEC_cab_angry.png,angry,cab,0.28258020400022793,1.0
SPEC_cab_happy.png,happy,cab,0.30514559234144395,1.0
SPEC_cab_neutral.png,neutral,cab,0.6750242179041541,1.0
SPEC_cab_sad.png,sad,cab,0.7732634338138926,1.0
SPEC_calm_angry.png,angry,calm,0.29089976636845405,1.0
SPEC_calm_happy.png,happy,calm,0.30748190780101436,1.0
SPEC_calm_neutral.png,neutral,calm,0.7565673257735483,1.0
SPEC_calm_sad.png,sad,calm,0.800729386289817,1.0
SPEC_came_angry.png,angry,came,0.4720496894409938,1.0
SPEC_came_happy.png,happy,came,0.30970425665280077,1.0
SPEC_came_neutral.png,neutral,came,0.5978688244344407,1.0
SPEC_came_sad.png,sad,came,0.6184967804433301,1.0
SPEC_cause_angry.png,angry,cause,0.24582597298991396,1.0
SPEC_cause_happy.png,happy,cause,0.2791042224628184,1.0
SPEC_cause_neutral.png,neutral,cause,0.6338252891902674,1.0
SPEC_cause_sad.png,sad,cause,0.7141717476779303,1.0
SPEC_chain_angry.png,angry,chain,0.3739244401390393,1.0
SPEC_chain_happy.png,happy,chain,0.2566528007293863,1.0
SPEC_chain_neutral.png,neutral,chain,0.6277280756738276,1.0
SPEC_chain_sad.png,sad,chain,0.7449997150834806,1.0
SPEC_chair_angry.png,angry,chair,0.2470796056755371,0.9904761904761905
SPEC_chair_happy.png,happy,chair,0.3353467434041826,1.0
SPEC_chair_neutral.png,neutral,chair,0.7529773776283549,1.0
SPEC_chair_sad.png,sad,chair,0.8182232605846487,1.0
SPEC_chalk_angry.png,angry,chalk,0.27950310559006214,0.9904761904761905
SPEC_chalk_happy.png,happy,chalk,0.25682375064106217,1.0
SPEC_chalk_neutral.png,neutral,chalk,0.8784546127984502,1.0
SPEC_chalk_sad.png,sad,chalk,0.6562197276198075,1.0
SPEC_chat_angry.png,angry,chat,0.20827397572511255,1.0
SPEC_chat_happy.png,happy,chat,0.2351700951621175,1.0
SPEC_chat_neutral.png,neutral,chat,0.6464185993503904,1.0
SPEC_chat_sad.png,sad,chat,0.7060231352213802,1.0
SPEC_check_angry.png,angry,check,0.276881873611032,0.9904761904761905
SPEC_check_happy.png,happy,check,0.18126388968032367,1.0
SPEC_check_neutral.png,neutral,check,0.5697190723118126,1.0
SPEC_check_sad.png,sad,check,0.5731950538492222,1.0
SPEC_cheek_angry.png,angry,cheek,0.2368795942788763,1.0
SPEC_cheek_happy.png,happy,cheek,0.27853438942389885,0.9904761904761905
SPEC_cheek_neutral.png,neutral,cheek,0.584819647843182,1.0
